text,intent,slot
hey trash the OS folder real quick,delete_folder,OS
would you pull up compiler project project if possible,open_project,Compiler Project
would you random text lol!!,unknown,
hey create folder AI asap,create_folder,AI
kindly lock my pc for me??,lock_pc,
yo search the web for next.js tutorial now,search_web,next.js tutorial
pls unmute if possible,unmute,
"uh, open Teams after run cargo build for me",multi_intent,Teams;cargo build
yo get rid of Visual Studio Code asap!,close_app,Visual Studio Code
quickly clear trash.,empty_recycle_bin,
can you move project_proposal.js right now!,move_file,project_proposal.js
"uh, look up weather bengaluru",search_web,weather bengaluru
can you make a copy of app.json thanks!,copy_file,app.json
can you explain todo app for me!,general_chat,
plz run git commit and then run python main.py now,multi_intent,git commit;python main.py
yo move lab_manual.docx to desktop when you can before the meeting.,move_file,lab_manual.docx
bro look for main when you can...,search_file,main
quickly open project Weather App thanks.,open_project,Weather App
"ok, open project AlphaWave and then run npm start if possible",multi_intent,AlphaWave;npm start
bro open system settings real quick,open_settings,
plz rename folder projects,rename_folder,Projects
"ok, brightness up if possible",brightness_up,
PLS LAUNCH ZOOM AND THEN LAUNCH TASK MANAGER IF POSSIBLE,multi_intent,Zoom;Task Manager
"so, reboot now ty.",restart_pc,
"uh, how do I fix this bug lol",general_chat,
can you execute docker build please.,run_command,docker build
can you rename README.docx,rename_file,README.docx
"actually, lower the brightness before the meeting",brightness_down,
"sO, go TO gmaIL.coM",open_url,gmail.com
"uh, sign out asap",logout,
please execute npm test for me!!,run_command,npm test
please lower the brightness for me,brightness_down,
plz load Battle.net right now??,open_app,Battle.net
CAN YOU EXECUTE COMMAND CODE . WHEN YOU CAN,run_command,code .
can you move requirements.html now.,move_file,requirements.html
can you play a song please...,play_music,
can you play music if possible...,play_music,
can you launch Android Studio for me if possible.,open_app,Android Studio
can you random text please,unknown,
"um, remove folder college",delete_folder,College
plz open pycharm right now.,open_app,PyCharm
"ok, make a copy of index.css",copy_file,index.css
"ok, volume down lol.",volume_down,
"okay, get rid of the file invoice.html right now for the DBMS lab",delete_file,invoice.html
"ok, google cheap flights to goa lol...",search_web,cheap flights to goa
"okay, next song thanks",next_song,
would you turn the volume up now before the meeting.,volume_up,
"uh, silence it please",mute,
yo search the web for weather bengaluru when you can,search_web,weather bengaluru
bro open chrome canary thanks,open_app,Chrome Canary
could you please open Android Studio ty,open_app,Android Studio
kindly kill Google Docs ty,close_app,Google Docs
"um, create folder Family before open it ty",multi_intent,Family
hey volume up when you can??,volume_up,
"actually, open PyCharm.",open_app,PyCharm
please move shopping_list.xlsx to another folder for me??,move_file,shopping_list.xlsx
PLS LOOK UP WEATHER BENGALURU LOL...,search_web,weather bengaluru
please lock now if possible,lock_pc,
"so, open up CLion asap...",open_app,CLion
"ok, kill Sublime Text for me.",close_app,Sublime Text
"okay, execute command conda activate if possible.",run_command,conda activate
kindly what did I copy earlier if possible,clipboard_history,
yo run git clone then run git fetch asap,multi_intent,git clone;git fetch
"uh, rename lab_manual.json to newname.",rename_file,lab_manual.json
plz Terminal has a memory leak when you can,general_chat,
quickly play something ty.,play_music,
"so, run Excel ty I need it urgently",open_app,Excel
plz what did I copy earlier when you can,clipboard_history,
plz rename final_report.pdf to newname when you can for today's assignment,rename_file,final_report.pdf
I'D LIkE To oPen GiT bAsh.,open_app,Git Bash
remove folder Videos.,delete_folder,Videos
"um, terminate Premiere Pro right now!",close_app,Premiere Pro
"um, rename folder Java",rename_folder,Java
"uh, make a copy of package.json real quick",copy_file,package.json
would you look up cheap flights to goa lol,search_web,cheap flights to goa
"okay, open VLC after open Calculator ty",multi_intent,VLC;Calculator
would you visit youtube.com for me!,open_url,youtube.com
move invoice_2026.xlsx to another folder it's lagging!!,move_file,invoice_2026.xlsx
please open visual studio before run docker compose up lol,multi_intent,Visual Studio;docker compose up
"UH, FIND PPT_FINAL.PY THEN OPEN IT THANKS",multi_intent,ppt_final.py
"ok, remove folder React ty!",delete_folder,React
"okay, duplicate final_report.js lol.",copy_file,final_report.js
"so, look up how to center a div thanks",search_web,how to center a div
could you put the pc to sleep thanks before the meeting,sleep_pc,
quickly create folder College for me because I need Gmail??,create_folder,College
quickly restart my computer because I need Gmail,restart_pc,
hey play something for me,play_music,
plz go to chatgpt.com ty,open_url,chatgpt.com
"um, mute",mute,
trash the React folder if possible.,delete_folder,React
WOULD YOU FIND MEETING_NOTES.TXT THEN OPEN IT TY!,multi_intent,meeting_notes.txt
"ok, Skype uses too much RAM real quick!",general_chat,
plz volume down ty,volume_down,
can you run code .,run_command,code .
hey lock my pc lol!!,lock_pc,
PLZ LOOK UP BEST LAPTOPS 2026 TY SO I CAN BROWSE,search_web,best laptops 2026
kindly move presentation_draft.docx to another folder when you can for today's work,move_file,presentation_draft.docx
quickly increase brightness ty.,brightness_up,
can you rename requirements.docx please,rename_file,requirements.docx
bro search the web for weather bengaluru i need it urgently,search_web,weather bengaluru
get rid of the Photos folder now before the meeting,delete_folder,Photos
please get rid of the School folder for me!,delete_folder,School
pls capture the screen when you can,take_screenshot,
please execute pip freeze asap.,run_command,pip freeze
"uh, launch project quiz app please!",open_project,Quiz App
quickly increase volume lol,volume_up,
"um, open settings!",open_settings,
plz skip this song??,next_song,
"OK, RUN COMMAND NPM TEST PLEASE",run_command,npm test
can you rename the Documents folder lol,rename_folder,Documents
CAN YOU CREATE A FOLDER NAMED SCREENSHOTS WHEN YOU CAN.,create_folder,Screenshots
quickly continue playing,resume_music,
quickly get rid of the file invoice.html ty.,delete_file,invoice.html
"ok, empty trash right now",empty_recycle_bin,
"uh, make it louder lol",volume_up,
"so, next song please",next_song,
"actually, put the pc to sleep...",sleep_pc,
PLZ SILENCE IT WHEN YOU CAN,mute,
plz clear trash please.,empty_recycle_bin,
pls brightness up!,brightness_up,
hey start playing music if possible!!,play_music,
"um, open gmail.com",open_url,gmail.com
"okay, delete todo_list.js ty!",delete_file,todo_list.js
"actually, random text when you can",unknown,
"um, shutdown, close Apple Music lol!!",multi_intent,Apple Music
open Paint please real quick!,open_app,Paint
please screenshot this thanks,take_screenshot,
"UM, RUN PYTHON MAIN.PY ASAP",run_command,python main.py
can you delete main.json thanks,delete_file,main.json
remove dbms_notes.txt lol for the DBMS lab,delete_file,dbms_notes.txt
can you tell me about the Battle.net project,general_chat,
open Apple Music please thanks I need it urgently,open_app,Apple Music
can you delete dbms_notes.html now...,delete_file,dbms_notes.html
quickly rename the IEEE folder lol,rename_folder,IEEE
locate summary.py,search_file,summary.py
yo turn the volume up ty,volume_up,
hey create directory Photos lol,create_folder,Photos
can you rename the file shopping_list.md if possible,rename_file,shopping_list.md
"ok, pause music ty",pause_music,
could you take me to settings right now!,open_settings,
"okay, rename the file invoice.pptx!",rename_file,invoice.pptx
plz start project Quiz App now,open_project,Quiz App
quickly trash the IEEE folder if possible for today's work.,delete_folder,IEEE
can you move package.json right now,move_file,package.json
"so, i'm proud of how budget tracker turned out right now.",general_chat,
"actually, go to leetcode.com ty",open_url,leetcode.com
"okay, restart my computer",restart_pc,
"actually, make a copy of index.py if possible before the meeting",copy_file,index.py
"um, screenshot this when you can",take_screenshot,
COULD YOU EMPTY TRASH IF POSSIBLE!!,empty_recycle_bin,
kindly open the site leetcode.com ty,open_url,leetcode.com
can you delete os_lab.xlsx lol!,delete_file,os_lab.xlsx
hey start project Portfolio real quick.,open_project,Portfolio
"ok, get rid of the Notes folder lol",delete_folder,Notes
can you rename the file config.md??,rename_file,config.md
would you rename the Videos folder asap,rename_folder,Videos
"okay, open file explorer after open brave lol.",multi_intent,File Explorer;Brave
quickly take me to gmail.com for me,open_url,gmail.com
plz thanks a lot now!!,general_chat,
would you delete folder Videos right now so I can browse,delete_folder,Videos
please turn off sound real quick it's lagging!,mute,
can you pull up budget.md right now,search_file,budget.md
"okay, look up how to center a div.",search_web,how to center a div
can you delete resume.js real quick,delete_file,resume.js
plz shut down the pc right now for today's assignment.,shutdown_pc,
bro hmmmm.,unknown,
plz execute pip freeze if possible,run_command,pip freeze
please search the web for next.js tutorial right now!,search_web,next.js tutorial
could you pause it asap,pause_music,
"ok, rename requirements.txt to newname real quick",rename_file,requirements.txt
can you run cargo build now,run_command,cargo build
kindly good evening thanks!!,general_chat,
hey rename folder Music real quick for the DBMS lab,rename_folder,Music
plz open the site leetcode.com when you can,open_url,leetcode.com
PLZ DELETE FOLDER OS ASAP FOR TODAY'S WORK,delete_folder,OS
can you create a folder named Pictures!!,create_folder,Pictures
quickly empty trash??,empty_recycle_bin,
"actually, copy assignment1.pdf lol.",copy_file,assignment1.pdf
please silence it for me,mute,
would you visit google.com because i need gmail,open_url,google.com
please move lab_manual.xlsx to desktop please.,move_file,lab_manual.xlsx
pls run git merge and then run flask run...,multi_intent,git merge;flask run
could you copy index.html please,copy_file,index.html
quickly remove assignment1.py for today's assignment.,delete_file,assignment1.py
"um, create folder Images followed by open it if possible",multi_intent,Images
bro volume down if possible!,volume_down,
can you go to github.com thanks,open_url,github.com
PLZ PAUSE IT LOL,pause_music,
would you go to google.com for me it's lagging.,open_url,google.com
kindly rename folder Pictures thanks,rename_folder,Pictures
remove folder java now,delete_folder,Java
"uh, look up best laptops 2026 right now...",search_web,best laptops 2026
HeY i like ChroMe bEtA lOL,general_chat,
plz move index.docx to Desktop please,move_file,index.docx
could you rename folder School asap,rename_folder,School
please open my Flask API project please for today's work,open_project,Flask API
"uh, turn off sound if possible",mute,
kindly switch to visual studio code ty,open_app,Visual Studio Code
please onenote crashed on me yesterday right now,general_chat,
copy invoice_2026.py lol,copy_file,invoice_2026.py
would you i'm looking for notes_final.pptx real quick...,search_file,notes_final.pptx
"uh, increase brightness!",brightness_up,
yo pull up requirements real quick,search_file,requirements
"ok, execute git merge",run_command,git merge
bro reboot the pc real quick!!,restart_pc,
plz find file timetable.md ty,search_file,timetable.md
"so, pull up MarketShield project for the DBMS lab??",open_project,MarketShield
"okay, I need a new folder called Hackathon for me",create_folder,Hackathon
bro unpause it thanks.,resume_music,
can you next song it's lagging!,next_song,
kindly delete folder resume ty,delete_folder,Resume
"actually, next song now!",next_song,
"ok, rename the file notes",rename_file,notes
could you what did I copy earlier if possible,clipboard_history,
"OKaY, NEW folDer fAMIlY RIGHT NOW",create_folder,Family
"uh, move dockerfile.docx to desktop real quick.",move_file,Dockerfile.docx
"uh, do we have a file called draft.pptx lol...",search_file,draft.pptx
"so, search the web for how to center a div if possible!",search_web,how to center a div
open chrome please for me for the dbms lab??,open_app,Chrome
yo go to github.com right now.,open_url,github.com
"uh, set up a folder for Desktop if possible!!",create_folder,Desktop
"okay, launch VLC then launch Skype lol",multi_intent,VLC;Skype
pls get rid of the IEEE folder when you can!!,delete_folder,IEEE
yo get rid of the file style.xlsx,delete_file,style.xlsx
"ok, look up how to center a div.",search_web,how to center a div
"so, next song",next_song,
"um, do we have a file called config.docx",search_file,config.docx
would you search for weather bengaluru??,search_web,weather bengaluru
yo open WebStorm lol.,open_app,WebStorm
"so, rename the Pictures folder for me",rename_folder,Pictures
"actually, trash the Notes folder if possible.",delete_folder,Notes
duplicate assignment1.py!!,copy_file,assignment1.py
would you run git push please,run_command,git push
can You ReNAMe PROJECT_prOPoSal.Js IF pOssIbLE...,rename_file,project_proposal.js
yo find resume_latest.xlsx then open it real quick!!,multi_intent,resume_latest.xlsx
"uh, go back a track asap i need it urgently.",previous_song,
"actually, rename cover_letter.js to newname real quick",rename_file,cover_letter.js
could you shut down the pc if possible,shutdown_pc,
"ok, move invoice_2026.py to Desktop real quick I forgot where it is!",move_file,invoice_2026.py
can you run conda activate before run git fetch when you can,multi_intent,conda activate;git fetch
kindly open PyCharm now,open_app,PyCharm
would you terminate Canva right now...,close_app,Canva
"ok, rename folder os for me",rename_folder,OS
yo start command explorer ..,run_command,explorer .
would you pause it if possible.,pause_music,
plz delete LICENSE.html ty.,delete_file,LICENSE.html
CAN YOU DELETE TEST_CASES.PY BEFORE THE MEETING,delete_file,test_cases.py
"ok, rename folder Internship asap??",rename_folder,Internship
"uh, turn off my computer for me??",shutdown_pc,
hey rename timetable.json to newname when you can,rename_file,timetable.json
"so, copy project_proposal.pdf for me.",copy_file,project_proposal.pdf
kindly start command explorer . lol!!,run_command,explorer .
would you empty trash when you can,empty_recycle_bin,
PlEaSE ExeCutE npM teST!!,run_command,npm test
"so, skip this song right now for today's work!",next_song,
"so, turn sound back on thanks!!",unmute,
"so, what tech stack did i use for settings lol!!",general_chat,
bro resume music,resume_music,
hey play music if possible.,play_music,
"um, delete style.md now",delete_file,style.md
plz move resume_final to another folder for me.,move_file,resume_final
yo random text,unknown,
would you switch to my Compiler Project project if possible.,open_project,Compiler Project
"so, what do you think of aquina please!!",general_chat,
quickly pause music thanks,pause_music,
can you move summary.json real quick.,move_file,summary.json
quickly open settings for me,open_settings,
bro start playing music,play_music,
"so, sleep mode",sleep_pc,
pls stop teams if possible,close_app,Teams
can you close webstorm ty,close_app,WebStorm
kindly increase brightness please,brightness_up,
"PLS HEY, Pull Up VS coDE??",open_app,VS Code
"aCtUALlY, deLete LiCenSe.htML.",delete_file,LICENSE.html
bro close atom followed by open powerpoint for me!,multi_intent,Atom;PowerPoint
HEY TERMINATE YOUTUBE MUSIC??,close_app,YouTube Music
"ok, what do you think of Snipping Tool asap",general_chat,
"uh, open chatgpt.com please.",open_url,chatgpt.com
bro set up a folder for Java now,create_folder,Java
hey lock it for me for today's work.,lock_pc,
"actually, search for weather bengaluru lol",search_web,weather bengaluru
"okay, logout now for me",logout,
yo pause it,pause_music,
"um, search the web for python vs javascript asap!",search_web,python vs javascript
QUICKLY RENAME MEETING_NOTES.TXT TO NEWNAME TY,rename_file,meeting_notes.txt
could you get rid of Google Docs please!,close_app,Google Docs
yo stop Epic Games,close_app,Epic Games
could you set up a folder for IEEE,create_folder,IEEE
"uh, what asap",unknown,
please open google.com if possible,open_url,google.com
"uh, search for python vs javascript.",search_web,python vs javascript
could you make a copy of resume.docx now so I can browse!,copy_file,resume.docx
kindly terminate WhatsApp,close_app,WhatsApp
could you delete folder Images,delete_folder,Images
plz capture the screen.,take_screenshot,
"um, go to google.com lol!!",open_url,google.com
hey empty trash please.,empty_recycle_bin,
copy notes.pdf??,copy_file,notes.pdf
"uh, remove folder Java right now",delete_folder,Java
YO MAKE IT LOUDER THANKS SO I CAN BROWSE,volume_up,
please lower the volume right now,volume_down,
please restart my computer I forgot where it is.,restart_pc,
"uh, rename the file ppt_final for me.",rename_file,ppt_final
kindly log out of this account please,logout,
"okay, open project Python Project when you can",open_project,Python Project
quickly resume music if possible!,resume_music,
kindly turn the volume up asap,volume_up,
can you delete cover_letter.html for me!,delete_file,cover_letter.html
"ok, rename the file resume_latest if possible",rename_file,resume_latest
"uh, make a copy of assignment1.js right now",copy_file,assignment1.js
quIcKly loGouT NOW AsaP,logout,
hey pull up Recipe App project if possible??,open_project,Recipe App
BRO CLOSE INTELLIJ FOR ME!!,close_app,IntelliJ
"um, lock my pc please??",lock_pc,
would you open my resume website project...,open_project,Resume Website
delete folder Videos when you can,delete_folder,Videos
"ok, show clipboard history I need it urgently!",clipboard_history,
"OKAY, SILENCE IT ASAP.",mute,
can you go to gmail.com when you can for today's work??,open_url,gmail.com
can you execute command docker build if possible.,run_command,docker build
could you search the web for next.js tutorial,search_web,next.js tutorial
"ok, rename the AI folder ty",rename_folder,AI
"ok, trash the Semester4 folder thanks",delete_folder,Semester4
"so, remove folder IEEE please",delete_folder,IEEE
can you open chatgpt.com for me.,open_url,chatgpt.com
"so, rename the Pictures folder lol",rename_folder,Pictures
yo google best laptops 2026.,search_web,best laptops 2026
"ok, make a copy of todo.txt now",copy_file,todo.txt
"ok, close battle.net and open zoom when you can.",multi_intent,Battle.net;Zoom
can you visit google.com now I forgot where it is!,open_url,google.com
"OK, GOOGLE PYTHON VS JAVASCRIPT I NEED IT URGENTLY!!",search_web,python vs javascript
QUICKLY LOCK IT FOR ME,lock_pc,
"um, get rid of the file Dockerfile.xlsx when you can so I can browse.",delete_file,Dockerfile.xlsx
CAN YOU RENAME SUMMARY.HTML...,rename_file,summary.html
can you go to linkedin.com if possible,open_url,linkedin.com
would you search for weather bengaluru if possible!!,search_web,weather bengaluru
play the next track lol,next_song,
pls what did i copy earlier??,clipboard_history,
execute command python app.py because I need Gmail,run_command,python app.py
could you look up next.js tutorial now,search_web,next.js tutorial
hey clear trash because I need Gmail.,empty_recycle_bin,
cAN yOU RenAme RePoRT.JS now,rename_file,report.js
asdfgh ty for today's assignment,unknown,
bro pause the song real quick!,pause_music,
would you lock it when you can.,lock_pc,
hey power off when you can,shutdown_pc,
quickly pause it thanks for today's assignment,pause_music,
screenshot this lol,take_screenshot,
"uh, run command explorer . ty i forgot where it is",run_command,explorer .
"OKAY, TAKE A SCREENSHOT REAL QUICK",take_screenshot,
"uh, turn the volume up when you can.",volume_up,
quickly google cheap flights to goa real quick,search_web,cheap flights to goa
could you end Calculator,close_app,Calculator
what did I copy earlier if possible,clipboard_history,
"so, increase volume ty",volume_up,
could you please open Firefox,open_app,Firefox
"OK, RENAME FOLDER REACT ASAP",rename_folder,React
hey pause it lol,pause_music,
kindly brightness down please,brightness_down,
logout now for today's assignment,logout,
can you delete os_lab.xlsx lol,delete_file,os_lab.xlsx
pls do we have a file called report.html,search_file,report.html
plz open Android Studio.,open_app,Android Studio
can you move invoice.py now,move_file,invoice.py
bro open control panel then run cargo build.,multi_intent,Control Panel;cargo build
please execute python main.py when you can!,run_command,python main.py
could you duplicate main.md real quick...,copy_file,main.md
would you rename the Screenshots folder for me,rename_folder,Screenshots
plz start Slack asap,open_app,Slack
PLAY THE LAST SONG TY.,previous_song,
"ok, i need a new folder called desktop now",create_folder,Desktop
"okay, move dbms_notes.docx to another folder ty",move_file,dbms_notes.docx
could you open project E-commerce Site please,open_project,E-commerce Site
hey run flask run before run npm run dev if possible,multi_intent,flask run;npm run dev
"uh, turn the volume down right now.",volume_down,
CAn YOU fInD reSumE_laTEST.PpTX fOr mE If posSIBlE bECause I Need GMaIL.,search_file,resume_latest.pptx
would you rename folder vacation right now,rename_folder,Vacation
could you lock now,lock_pc,
"ok, play a song",play_music,
quickly reboot the pc so i can browse...,restart_pc,
"uh, turn off my computer",shutdown_pc,
hey unmute lol.,unmute,
please move final_report to Desktop asap.,move_file,final_report
"actually, execute command git clone if possible because i need gmail",run_command,git clone
caN YOu rENAme summARY.Txt TY!,rename_file,summary.txt
hey search for next.js tutorial thanks.,search_web,next.js tutorial
pls open the site stackoverflow.com for me for the DBMS lab,open_url,stackoverflow.com
can you search for cheap flights to goa thanks...,search_web,cheap flights to goa
"ok, visit github.com right now",open_url,github.com
"actually, move utils.html to desktop real quick",move_file,utils.html
can you close atom lol for the dbms lab!!,close_app,Atom
can you open project Flask API then run git merge,multi_intent,Flask API;git merge
can you move presentation_draft.pptx real quick,move_file,presentation_draft.pptx
can you visit youtube.com asap,open_url,youtube.com
yo do we have a file called timetable.pdf thanks,search_file,timetable.pdf
please open my Internship Project project lol,open_project,Internship Project
KINDLY SIGN OUT.,logout,
pls remind me about my meeting.,general_chat,
"um, rename final_report to newname!!",rename_file,final_report
could you close Photoshop then open Task Manager,multi_intent,Photoshop;Task Manager
"actually, qwerty ty",unknown,
"actually, close VLC and open Task Manager asap",multi_intent,VLC;Task Manager
can you hmmmm lol for the DBMS lab,unknown,
QUICKLY LOGOUT NOW TY,logout,
"so, duplicate notes.json",copy_file,notes.json
would you start playing music now because I need Gmail,play_music,
yo what do you think of Discord,general_chat,
"uh, open chrome if possible",open_app,Chrome
bro search for weather bengaluru please!,search_web,weather bengaluru
"um, pause it.",pause_music,
hey open clipboard manager now,clipboard_history,
would you open github.com asap,open_url,github.com
"UM, LOGOUT NOW NOW",logout,
can you make it quieter when you can I need it urgently??,volume_down,
i need a new folder called photos right now,create_folder,Photos
can you move notes_final.js lol.,move_file,notes_final.js
can you rename syllabus.txt asap,rename_file,syllabus.txt
plz close down Git Bash,close_app,Git Bash
"ok, open my summaize project please",open_project,SummAize
yo rename the Music folder.,rename_folder,Music
PLZ SHUTDOWN NOW LOL IT'S LAGGING.,shutdown_pc,
yo next song now,next_song,
please locate os_lab.pdf real quick.,search_file,os_lab.pdf
yo make folder Internship asap!!,create_folder,Internship
"um, stop task manager asap!!",close_app,Task Manager
please find draft.json please.,search_file,draft.json
Control Panel isn't opening for some reason,general_chat,
can you close Zoom lol!!,close_app,Zoom
can you run docker compose up when you can,run_command,docker compose up
OPEN SUBLIME TEXT PLEASE REAL QUICK,open_app,Sublime Text
can you rename script.js real quick!,rename_file,script.js
"okay, sleep mode now",sleep_pc,
"okay, make it louder if possible because i need gmail??",volume_up,
quickly lower the brightness!,brightness_down,
"uh, screenshot this real quick.",take_screenshot,
"so, start Chrome Beta when you can??",open_app,Chrome Beta
yo lock it,lock_pc,
plz next song lol,next_song,
can you rename folder react if possible.,rename_folder,React
"actually, new folder videos thanks",create_folder,Videos
pull up notes.xlsx lol...,search_file,notes.xlsx
yo show clipboard history real quick!!,clipboard_history,
could you pause music please.,pause_music,
open PowerShell please,open_app,PowerShell
pls remove todo.pdf asap,delete_file,todo.pdf
"uh, skip this song now...",next_song,
"uh, open project Movie Recommender please",open_project,Movie Recommender
"uh, start word thanks...",open_app,Word
"actually, unmute thanks",unmute,
"um, take a screenshot",take_screenshot,
plz duplicate timetable.txt,copy_file,timetable.txt
please get rid of the file notes.json I forgot where it is??,delete_file,notes.json
would you let's work on Weather App right now,open_project,Weather App
quickly lock it now.,lock_pc,
bro increase volume thanks,volume_up,
could you look for LICENSE.txt if possible,search_file,LICENSE.txt
"um, pause it when you can!!",pause_music,
"okay, lower the brightness!!",brightness_down,
hey run explorer . after run git status for me,multi_intent,explorer .;git status
yo continue playing,resume_music,
QuiCklY open FILe PACkage lOl beFORE tHe MEEtINg,search_file,package
would you volume up.,volume_up,
would you remove assignment2.css when you can,delete_file,assignment2.css
kindly rename folder AI ty!!,rename_folder,AI
"uH, OPEn PRoJeCt HacKaReNa aNd THen ruN gIT CLONe WHen You CAn",multi_intent,HackArena;git clone
hey boot PyCharm thanks,open_app,PyCharm
kindly switch to my Compiler Project project please,open_project,Compiler Project
can you move style.html for the dbms lab,move_file,style.html
quickly is Chat App better than its competitors if possible!,general_chat,
"actually, unmute please",unmute,
would you rename folder archive lol!!,rename_folder,Archive
"ACTUALLY, LOOK UP WEATHER BENGALURU.",search_web,weather bengaluru
yo oPEn aNDRoid sTUdIO Lol i NeEd IT uRGeNtlY,open_app,Android Studio
"um, run npm run dev and run git push when you can",multi_intent,npm run dev;git push
plz lower the brightness if possible!,brightness_down,
please take me to google.com!!,open_url,google.com
kindly previous song for me,previous_song,
"um, launch project React App ty",open_project,React App
can you rename the Semester4 folder ty,rename_folder,Semester4
could you get rid of the file Dockerfile.xlsx asap...,delete_file,Dockerfile.xlsx
can you trash assignment2.py real quick,delete_file,assignment2.py
pls next song right now,next_song,
"okay, turn off my computer real quick",shutdown_pc,
can you move resume_latest please!,move_file,resume_latest
yo remind me about my meeting real quick,general_chat,
yo open google.com real quick,open_url,google.com
"actually, shut down the pc when you can",shutdown_pc,
"uh, shut WhatsApp off",close_app,WhatsApp
"ok, let's open spot a fy??",open_app,Spotify
"ok, google how to center a div asap.",search_web,how to center a div
yo look up next.js tutorial thanks...,search_web,next.js tutorial
PLZ GET RID OF THE FILE DBMS_NOTES.PY NOW,delete_file,dbms_notes.py
would you open settings ty,open_settings,
yo terminate Git Bash real quick,close_app,Git Bash
can you move test_cases.xlsx now so i can browse!,move_file,test_cases.xlsx
can you silence it if possible.,mute,
kindly unpause it,resume_music,
pls boot Discrod please.,open_app,Discord
can you fire up cmd,open_app,CMD
bro pause the song right now,pause_music,
"uh, make a folder called DBMS for me.",create_folder,DBMS
can you make a folder called archive thanks,create_folder,Archive
bro show clipboard history when you can,clipboard_history,
"ok, play music asap",play_music,
can you create a folder named work now,create_folder,Work
can you create folder notes if possible,create_folder,Notes
would you take me to linkedin.com for me!!,open_url,linkedin.com
would you shut down Canva if possible!!,close_app,Canva
let's work on ridewise now it's lagging,open_project,RideWise
"actually, I need WebStorm shut down now if possible...",close_app,WebStorm
"actually, trash the Notes folder.",delete_folder,Notes
trash assignment1.xlsx thanks,delete_file,assignment1.xlsx
"actually, play music lol",play_music,
"so, do we have a file called report.html please!!",search_file,report.html
would you launch project ml project.,open_project,ML Project
"um, open github.com ty",open_url,github.com
please skip this song real quick for today's assignment!!,next_song,
can you open the ridewise project ty,open_project,RideWise
"actually, make it quieter if possible",volume_down,
hey open the site linkedin.com right now before the meeting.,open_url,linkedin.com
cOuld YoU MaKe A cOPy of summary.JS!,copy_file,summary.js
quickly open the site youtube.com real quick,open_url,youtube.com
"so, pause music for me!!",pause_music,
open up Firefox!,open_app,Firefox
"um, get rid of the file config.html for me",delete_file,config.html
bro get rid of the file syllabus.py!,delete_file,syllabus.py
please execute docker build if possible for the DBMS lab.,run_command,docker build
"OK, CAPTURE THE SCREEN THANKS!!",take_screenshot,
QUICKLY TAKE ME TO SETTINGS REAL QUICK!,open_settings,
plz move index.html to another folder now!!,move_file,index.html
please get rid of the file todo_list.txt ty,delete_file,todo_list.txt
hey google best laptops 2026 if possible,search_web,best laptops 2026
"uh, I used to use ContractPulse a lot lol",general_chat,
kindly turn the volume up please,volume_up,
pls open google chrome when you can,open_app,Google Chrome
SHUT PYCHARM OFF TY,close_app,PyCharm
kindly visit github.com if possible.,open_url,github.com
plz create directory Pictures please.,create_folder,Pictures
"actually, make it quieter",volume_down,
bro get rid of the Photos folder now,delete_folder,Photos
"so, end Outlook when you can",close_app,Outlook
pls i really like using sublime text now,general_chat,
kindly open skype,open_app,Skype
please trash project_proposal.json,delete_file,project_proposal.json
"uh, continue playing ty!",resume_music,
please open Minecraft Launcher and then open Visual Studio lol,multi_intent,Minecraft Launcher;Visual Studio
quickly run npm start and run git pull when you can.,multi_intent,npm start;git pull
bro rename the file requirements.docx for me,rename_file,requirements.docx
"actually, duplicate summary thanks",copy_file,summary
would you search for best laptops 2026 thanks,search_web,best laptops 2026
plz make a copy of invoice_2026,copy_file,invoice_2026
pls open file style.py thanks,search_file,style.py
could you go to stackoverflow.com asap,open_url,stackoverflow.com
plz skip this song ty before the meeting,next_song,
can you delete syllabus.md for today's assignment...,delete_file,syllabus.md
"um, trash the Hackathon folder thanks",delete_folder,Hackathon
would you what is notes app asap.,general_chat,
can you delete test_cases.py asap!,delete_file,test_cases.py
"So, LoCK it.",lock_pc,
bro open blog site now.,open_project,Blog Site
pls locate invoice.md for me.,search_file,invoice.md
"um, turn off sound right now",mute,
can you rename index.js if possible!,rename_file,index.js
"um, I need a new folder called Hackathon please so I can browse!",create_folder,Hackathon
can you run docker compose up,run_command,docker compose up
YO MaKE The SCReen BRIGHteR fOR ME bECAuse I Need GmAIl,brightness_up,
"okay, open stackoverflow.com right now",open_url,stackoverflow.com
"okay, unmute when you can before the meeting.",unmute,
"actually, open After Effects and then run git fetch",multi_intent,After Effects;git fetch
bro capture the screen for today's work.,take_screenshot,
"ok, search the web for cheap flights to goa lol.",search_web,cheap flights to goa
would you rename the file final_report.html right now.,rename_file,final_report.html
"uh, skip this song lol",next_song,
bro reboot the pc,restart_pc,
yo boot Telegram asap,open_app,Telegram
hey lorem ipsum please,unknown,
"ok, what did I copy earlier I need it urgently",clipboard_history,
quickly logout now please,logout,
could you skip this song when you can,next_song,
"actually, rename the AI folder for me.",rename_folder,AI
plz logout now for me,logout,
"okay, google python vs javascript for me",search_web,python vs javascript
quickly volume down asap??,volume_down,
can you open the site linkedin.com for me,open_url,linkedin.com
could you close VLC,close_app,VLC
kindly rename the photos folder lol,rename_folder,Photos
"okay, search for next.js tutorial when you can",search_web,next.js tutorial
would you run code . before run conda activate lol??,multi_intent,code .;conda activate
"actually, log out of this account asap.",logout,
